Target_X,Target_Y,Target_Z,Error_X,Error_Y,Error_Z,Total_Error
0.07029498885431633,0.058884706264601454,0.06905529722661297,-5.011145683672669e-06,-1.529373539854717e-05,-0.05024470277338704,0.05024470535087185
